ex_date,lab_date,std,std_conc_NH4,std_conc_NO3,plot,treatment,depth,tube_ID,lab_replicate,ammonium_id,nitrate_id,position,cancel_nitrate,cancel_ammonium,notes
10/7/2020,4/6/2021,,,,w,6,30,D,,NH4_20210406A,NO3_20210406A,36,,,
10/7/2020,4/6/2021,,,,w,6,40,D,,NH4_20210406A,NO3_20210406A,37,,,
10/7/2020,4/6/2021,,,,w,6,50,D,,NH4_20210406A,NO3_20210406A,38,,,
10/7/2020,4/6/2021,,,,w,7,10,D,,NH4_20210406A,NO3_20210406A,39,,,
10/7/2020,4/6/2021,,,,w,7,20,D,,NH4_20210406A,NO3_20210406A,40,,,
10/7/2020,4/6/2021,,,,w,7,30,D,,NH4_20210406A,NO3_20210406A,41,,,
10/7/2020,4/6/2021,,,,w,7,40,D,,NH4_20210406A,NO3_20210406A,42,,,
10/7/2020,4/6/2021,,,,w,7,50,D,,NH4_20210406A,NO3_20210406A,43,,,
10/7/2020,4/6/2021,,,,w,8,10,D,,NH4_20210406A,NO3_20210406A,44,,,
10/7/2020,4/6/2021,,,,w,8,20,D,,NH4_20210406A,NO3_20210406A,45,,,
10/7/2020,4/6/2021,,,,w,8,30,D,,NH4_20210406A,NO3_20210406A,46,,,
10/7/2020,4/6/2021,,,,w,8,40,D,,NH4_20210406A,NO3_20210406A,47,,,
10/7/2020,4/6/2021,,,,w,8,50,D,,NH4_20210406A,NO3_20210406A,48,,,
10/7/2020,4/6/2021,,,,w,3,40,D,,NH4_20210406A,NO3_20210406A,49,,,
10/7/2020,4/6/2021,,,,,,,BLANK K2SO4,,NH4_20210406A,NO3_20210406A,50,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,57,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,58,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,59,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,60,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,61,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,62,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,63,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,64,,,
,4/6/2021,1,0,0,,,,,,NH4_20210406B,NO3_20210406B,1,,,
,4/6/2021,1,0.25,0.5,,,,,,NH4_20210406B,NO3_20210406B,2,,,
,4/6/2021,1,0.5,1,,,,,,NH4_20210406B,NO3_20210406B,3,,,
,4/6/2021,1,0.75,2,,,,,,NH4_20210406B,NO3_20210406B,4,,,
,4/6/2021,1,1,3,,,,,,NH4_20210406B,NO3_20210406B,5,,,
,4/6/2021,1,2,4,,,,,,NH4_20210406B,NO3_20210406B,6,,1,
,4/6/2021,1,3,5,,,,,,NH4_20210406B,NO3_20210406B,7,,1,
10/25/2020,4/6/2021,,,,w,1,10,E,,NH4_20210406B,NO3_20210406B,9,,,
10/25/2020,4/6/2021,,,,w,1,20,E,,NH4_20210406B,NO3_20210406B,10,,,
10/25/2020,4/6/2021,,,,w,1,30,E,,NH4_20210406B,NO3_20210406B,11,,,
10/25/2020,4/6/2021,,,,w,1,40,E,,NH4_20210406B,NO3_20210406B,12,,,
10/25/2020,4/6/2021,,,,w,1,50,E,,NH4_20210406B,NO3_20210406B,13,,,
10/25/2020,4/6/2021,,,,w,2,10,E,,NH4_20210406B,NO3_20210406B,14,,,
10/25/2020,4/6/2021,,,,w,2,20,E,,NH4_20210406B,NO3_20210406B,15,,,
10/25/2020,4/6/2021,,,,w,2,30,E,,NH4_20210406B,NO3_20210406B,16,,,
10/25/2020,4/6/2021,,,,w,2,40,E,,NH4_20210406B,NO3_20210406B,17,,,
10/25/2020,4/6/2021,,,,w,2,50,E,,NH4_20210406B,NO3_20210406B,18,,,
10/25/2020,4/6/2021,,,,w,3,10,E,,NH4_20210406B,NO3_20210406B,19,,,
10/25/2020,4/6/2021,,,,w,3,20,E,,NH4_20210406B,NO3_20210406B,20,,,
10/25/2020,4/6/2021,,,,w,3,30,E,,NH4_20210406B,NO3_20210406B,21,,,
10/25/2020,4/6/2021,,,,w,3,40,E,,NH4_20210406B,NO3_20210406B,22,,,
10/25/2020,4/6/2021,,,,w,3,50,E,,NH4_20210406B,NO3_20210406B,23,,,
10/25/2020,4/6/2021,,,,w,4,10,E,,NH4_20210406B,NO3_20210406B,24,,,
10/25/2020,4/6/2021,,,,w,4,20,E,,NH4_20210406B,NO3_20210406B,25,,,
10/25/2020,4/6/2021,,,,w,4,30,E,,NH4_20210406B,NO3_20210406B,26,,,
10/25/2020,4/6/2021,,,,w,4,40,E,,NH4_20210406B,NO3_20210406B,27,,,
10/25/2020,4/6/2021,,,,w,4,50,E,,NH4_20210406B,NO3_20210406B,28,,,
10/25/2020,4/6/2021,,,,w,5,10,E,,NH4_20210406B,NO3_20210406B,29,,,
10/25/2020,4/6/2021,,,,w,5,20,E,,NH4_20210406B,NO3_20210406B,30,,,
10/25/2020,4/6/2021,,,,w,5,30,E,,NH4_20210406B,NO3_20210406B,31,,,
10/25/2020,4/6/2021,,,,w,5,40,E,,NH4_20210406B,NO3_20210406B,32,,,
10/25/2020,4/6/2021,,,,w,5,50,E,,NH4_20210406B,NO3_20210406B,33,,,
10/25/2020,4/6/2021,,,,w,6,10,E,,NH4_20210406B,NO3_20210406B,34,,,
10/25/2020,4/6/2021,,,,w,6,20,E,,NH4_20210406B,NO3_20210406B,35,,,
10/25/2020,4/6/2021,,,,w,6,30,E,,NH4_20210406B,NO3_20210406B,36,,,
10/25/2020,4/6/2021,,,,w,6,40,E,,NH4_20210406B,NO3_20210406B,37,,,
10/25/2020,4/6/2021,,,,w,6,50,E,,NH4_20210406B,NO3_20210406B,38,,,
10/25/2020,4/6/2021,,,,w,7,10,E,,NH4_20210406B,NO3_20210406B,39,,,
10/25/2020,4/6/2021,,,,w,7,20,E,,NH4_20210406B,NO3_20210406B,40,,,
10/25/2020,4/6/2021,,,,w,7,30,E,,NH4_20210406B,NO3_20210406B,41,,,
10/25/2020,4/6/2021,,,,w,7,40,E,,NH4_20210406B,NO3_20210406B,42,,,
10/25/2020,4/6/2021,,,,w,7,50,E,,NH4_20210406B,NO3_20210406B,43,,,
10/25/2020,4/6/2021,,,,w,8,10,E,,NH4_20210406B,NO3_20210406B,44,,,
10/25/2020,4/6/2021,,,,w,8,20,E,,NH4_20210406B,NO3_20210406B,45,,,
10/25/2020,4/6/2021,,,,w,8,30,E,,NH4_20210406B,NO3_20210406B,46,,,
10/25/2020,4/6/2021,,,,w,8,40,E,,NH4_20210406B,NO3_20210406B,47,,,
10/25/2020,4/6/2021,,,,w,8,50,E,,NH4_20210406B,NO3_20210406B,48,,,
10/25/2020,4/6/2021,,,,,,,BLANK K2SO4,,NH4_20210406B,NO3_20210406B,49,,,
8/23/2020,4/6/2021,,,,c,2,20,B,,NH4_20210406B,NO3_20210406B,50,,,re-do from error previous day
8/23/2020,4/6/2021,,,,c,2,30,B,,NH4_20210406B,NO3_20210406B,51,,,re-do from error previous day
8/23/2020,4/6/2021,,,,c,4,10,B,,NH4_20210406B,NO3_20210406B,52,,,re-do from error previous day
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,57,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,58,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,59,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,60,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,61,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,62,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,63,,,
,4/6/2021,1,0,0,,,,reagent_blank,,NH4_20210406A,NO3_20210406A,64,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
