ex_date,lab_date,std,std_conc_NH4,std_conc_NO3,plot,treatment,depth,tube_ID,lab_replicate,ammonium_id,nitrate_id,position,cancel_nitrate,cancel_ammonium,notes
8/23/2020,4/5/2021,,,,c,7,30,B,,NH4_20210405A,NO3_20210405A,41,,,
8/23/2020,4/5/2021,,,,c,7,40,B,,NH4_20210405A,NO3_20210405A,42,,,
8/23/2020,4/5/2021,,,,c,7,50,B,,NH4_20210405A,NO3_20210405A,43,,,
8/23/2020,4/5/2021,,,,c,8,10,B,,NH4_20210405A,NO3_20210405A,44,,,
8/23/2020,4/5/2021,,,,c,8,20,B,,NH4_20210405A,NO3_20210405A,45,,,
8/23/2020,4/5/2021,,,,c,8,30,B,,NH4_20210405A,NO3_20210405A,46,,,
8/23/2020,4/5/2021,,,,c,8,40,B,,NH4_20210405A,NO3_20210405A,47,,,
8/23/2020,4/5/2021,,,,c,8,50,B,,NH4_20210405A,NO3_20210405A,48,,,
8/23/2020,4/5/2021,,,,,,,BLANK K2SO4,,NH4_20210405A,NO3_20210405A,49,,,
8/26/2020,4/5/2021,,,,c,1,10,C,,NH4_20210405A,NO3_20210405A,50,,,
8/26/2020,4/5/2021,,,,c,1,20,C,,NH4_20210405A,NO3_20210405A,51,,,
8/26/2020,4/5/2021,,,,c,1,30,C,,NH4_20210405A,NO3_20210405A,52,,,
8/26/2020,4/5/2021,,,,c,1,40,C,,NH4_20210405A,NO3_20210405A,53,,,
8/26/2020,4/5/2021,,,,c,1,50,C,,NH4_20210405A,NO3_20210405A,54,,,
8/26/2020,4/5/2021,,,,c,2,10,C,,NH4_20210405A,NO3_20210405A,55,,,
8/26/2020,4/5/2021,,,,c,2,20,C,,NH4_20210405A,NO3_20210405A,56,,,
8/26/2020,4/5/2021,,,,c,2,30,C,,NH4_20210405A,NO3_20210405A,57,,,
8/26/2020,4/5/2021,,,,c,2,40,C,,NH4_20210405A,NO3_20210405A,58,,,
8/26/2020,4/5/2021,,,,c,2,50,C,,NH4_20210405A,NO3_20210405A,59,,,
8/26/2020,4/5/2021,,,,c,3,10,C,,NH4_20210405A,NO3_20210405A,60,,,
8/26/2020,4/5/2021,,,,c,3,20,C,,NH4_20210405A,NO3_20210405A,61,,,
8/26/2020,4/5/2021,,,,c,3,30,C,,NH4_20210405A,NO3_20210405A,62,,,
8/26/2020,4/5/2021,,,,c,3,40,C,,NH4_20210405A,NO3_20210405A,63,,,
8/26/2020,4/5/2021,,,,c,3,50,C,,NH4_20210405A,NO3_20210405A,64,,,
8/26/2020,4/5/2021,,,,c,4,10,C,,NH4_20210405A,NO3_20210405A,65,,,
8/26/2020,4/5/2021,,,,c,4,20,C,,NH4_20210405A,NO3_20210405A,66,,,
8/26/2020,4/5/2021,,,,c,4,30,C,,NH4_20210405A,NO3_20210405A,67,,,
8/26/2020,4/5/2021,,,,c,4,40,C,,NH4_20210405A,NO3_20210405A,68,,,
8/26/2020,4/5/2021,,,,c,4,50,C,,NH4_20210405A,NO3_20210405A,69,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,73,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,74,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,75,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,76,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,77,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,78,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,79,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405A,NO3_20210405A,80,,,
,4/5/2021,1,0,0,,,,,,NH4_20210405B,NO3_20210405B,1,,,
,4/5/2021,1,0.5,0.5,,,,,,NH4_20210405B,NO3_20210405B,2,,,
,4/5/2021,1,1,1,,,,,,NH4_20210405B,NO3_20210405B,3,,,
,4/5/2021,1,2,2,,,,,,NH4_20210405B,NO3_20210405B,4,,,
,4/5/2021,1,3,3,,,,,,NH4_20210405B,NO3_20210405B,5,,1,
,4/5/2021,1,4,4,,,,,,NH4_20210405B,NO3_20210405B,6,,1,
,4/5/2021,1,5,5,,,,,,NH4_20210405B,NO3_20210405B,7,,1,
8/26/2020,4/5/2021,,,,c,5,10,C,,NH4_20210405B,NO3_20210405B,9,,,
8/26/2020,4/5/2021,,,,c,5,20,C,,NH4_20210405B,NO3_20210405B,10,,,
8/26/2020,4/5/2021,,,,c,5,30,C,,NH4_20210405B,NO3_20210405B,11,,,
8/26/2020,4/5/2021,,,,c,5,40,C,,NH4_20210405B,NO3_20210405B,12,,,
8/26/2020,4/5/2021,,,,c,5,50,C,,NH4_20210405B,NO3_20210405B,13,,,
8/26/2020,4/5/2021,,,,c,6,10,C,,NH4_20210405B,NO3_20210405B,14,,,
8/26/2020,4/5/2021,,,,c,6,20,C,,NH4_20210405B,NO3_20210405B,15,,,
8/26/2020,4/5/2021,,,,c,6,30,C,,NH4_20210405B,NO3_20210405B,16,,,
8/26/2020,4/5/2021,,,,c,6,40,C,,NH4_20210405B,NO3_20210405B,17,,,
8/26/2020,4/5/2021,,,,c,6,50,C,,NH4_20210405B,NO3_20210405B,18,,,
8/26/2020,4/5/2021,,,,c,7,10,C,,NH4_20210405B,NO3_20210405B,19,,,
8/26/2020,4/5/2021,,,,c,7,20,C,,NH4_20210405B,NO3_20210405B,20,,,
8/26/2020,4/5/2021,,,,c,7,30,C,,NH4_20210405B,NO3_20210405B,21,,,
8/26/2020,4/5/2021,,,,c,7,40,C,,NH4_20210405B,NO3_20210405B,22,,,
8/26/2020,4/5/2021,,,,c,7,50,C,,NH4_20210405B,NO3_20210405B,23,,,
8/26/2020,4/5/2021,,,,c,8,10,C,,NH4_20210405B,NO3_20210405B,24,,,
8/26/2020,4/5/2021,,,,c,8,20,C,,NH4_20210405B,NO3_20210405B,25,,,
8/26/2020,4/5/2021,,,,c,8,30,C,,NH4_20210405B,NO3_20210405B,26,,,
8/26/2020,4/5/2021,,,,c,8,40,C,,NH4_20210405B,NO3_20210405B,27,,,
8/26/2020,4/5/2021,,,,c,8,50,C,,NH4_20210405B,NO3_20210405B,28,,,
8/26/2020,4/5/2021,,,,,,,BLANK K2SO4,,NH4_20210405B,NO3_20210405B,29,,,
8/31/2020,4/5/2021,,,,c,1,10,D,,NH4_20210405B,NO3_20210405B,30,,,
8/31/2020,4/5/2021,,,,c,1,20,D,,NH4_20210405B,NO3_20210405B,31,,,
8/31/2020,4/5/2021,,,,c,1,30,D,,NH4_20210405B,NO3_20210405B,32,,,
8/31/2020,4/5/2021,,,,c,1,40,D,,NH4_20210405B,NO3_20210405B,33,,,
8/31/2020,4/5/2021,,,,c,1,50,D,,NH4_20210405B,NO3_20210405B,34,,,
8/31/2020,4/5/2021,,,,c,2,10,D,,NH4_20210405B,NO3_20210405B,35,,,
8/31/2020,4/5/2021,,,,c,2,20,D,,NH4_20210405B,NO3_20210405B,36,,,
8/31/2020,4/5/2021,,,,c,2,30,D,,NH4_20210405B,NO3_20210405B,37,,,
8/31/2020,4/5/2021,,,,c,2,40,D,,NH4_20210405B,NO3_20210405B,38,,,
8/31/2020,4/5/2021,,,,c,2,50,D,,NH4_20210405B,NO3_20210405B,39,,,
8/31/2020,4/5/2021,,,,c,3,10,D,,NH4_20210405B,NO3_20210405B,40,,,
8/31/2020,4/5/2021,,,,c,3,20,D,,NH4_20210405B,NO3_20210405B,41,,,
8/31/2020,4/5/2021,,,,c,3,30,D,,NH4_20210405B,NO3_20210405B,42,,,
8/31/2020,4/5/2021,,,,c,3,40,D,,NH4_20210405B,NO3_20210405B,43,,,
8/31/2020,4/5/2021,,,,c,3,50,D,,NH4_20210405B,NO3_20210405B,44,,,
8/31/2020,4/5/2021,,,,c,4,10,D,,NH4_20210405B,NO3_20210405B,45,,,
8/31/2020,4/5/2021,,,,c,4,20,D,,NH4_20210405B,NO3_20210405B,46,,,
8/31/2020,4/5/2021,,,,c,4,30,D,,NH4_20210405B,NO3_20210405B,47,,,
8/31/2020,4/5/2021,,,,c,4,40,D,,NH4_20210405B,NO3_20210405B,48,,,
8/31/2020,4/5/2021,,,,c,4,50,D,,NH4_20210405B,NO3_20210405B,49,,,
8/31/2020,4/5/2021,,,,c,5,10,D,,NH4_20210405B,NO3_20210405B,50,,,
8/31/2020,4/5/2021,,,,c,5,20,D,,NH4_20210405B,NO3_20210405B,51,,,
8/31/2020,4/5/2021,,,,c,5,30,D,,NH4_20210405B,NO3_20210405B,52,,,
8/31/2020,4/5/2021,,,,c,5,40,D,,NH4_20210405B,NO3_20210405B,53,,,
8/31/2020,4/5/2021,,,,c,5,50,D,,NH4_20210405B,NO3_20210405B,54,,,
8/31/2020,4/5/2021,,,,c,6,10,D,,NH4_20210405B,NO3_20210405B,55,,,
8/31/2020,4/5/2021,,,,c,6,20,D,,NH4_20210405B,NO3_20210405B,56,,,
8/31/2020,4/5/2021,,,,c,6,30,D,,NH4_20210405B,NO3_20210405B,57,,,
8/31/2020,4/5/2021,,,,c,6,40,D,,NH4_20210405B,NO3_20210405B,58,,,
8/31/2020,4/5/2021,,,,c,6,50,D,,NH4_20210405B,NO3_20210405B,59,,,
8/31/2020,4/5/2021,,,,c,7,10,D,,NH4_20210405B,NO3_20210405B,60,,,
8/31/2020,4/5/2021,,,,c,7,20,D,,NH4_20210405B,NO3_20210405B,61,,,
8/31/2020,4/5/2021,,,,c,7,30,D,,NH4_20210405B,NO3_20210405B,62,,,
8/31/2020,4/5/2021,,,,c,7,40,D,,NH4_20210405B,NO3_20210405B,63,,,
8/31/2020,4/5/2021,,,,c,7,50,D,,NH4_20210405B,NO3_20210405B,64,,,
8/31/2020,4/5/2021,,,,c,8,10,D,,NH4_20210405B,NO3_20210405B,65,,,
8/31/2020,4/5/2021,,,,c,8,20,D,,NH4_20210405B,NO3_20210405B,66,,,
8/31/2020,4/5/2021,,,,c,8,30,D,,NH4_20210405B,NO3_20210405B,67,,,
8/31/2020,4/5/2021,,,,c,8,40,D,,NH4_20210405B,NO3_20210405B,68,,,
8/31/2020,4/5/2021,,,,c,8,50,D,,NH4_20210405B,NO3_20210405B,69,,,
8/31/2020,4/5/2021,,,,,,,BLANK K2SO4,,NH4_20210405B,NO3_20210405B,70,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,73,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,74,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,75,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,76,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,77,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,78,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,79,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405B,NO3_20210405B,80,,,
,4/5/2021,1,0,0,,,,,,NH4_20210405C,NO3_20210405C,1,,,
,4/5/2021,1,0.5,0.5,,,,,,NH4_20210405C,NO3_20210405C,2,,,
,4/5/2021,1,1,1,,,,,,NH4_20210405C,NO3_20210405C,3,,,
,4/5/2021,1,2,2,,,,,,NH4_20210405C,NO3_20210405C,4,,1,
,4/5/2021,1,3,3,,,,,,NH4_20210405C,NO3_20210405C,5,,1,
,4/5/2021,1,4,4,,,,,,NH4_20210405C,NO3_20210405C,6,,1,
,4/5/2021,1,5,5,,,,,,NH4_20210405C,NO3_20210405C,7,,1,
8/19/2020,4/5/2021,,,,c,1,10,ex,1,NH4_20210405C,NO3_20210405C,9,,,
8/19/2020,4/5/2021,,,,c,1,20,ex,1,NH4_20210405C,NO3_20210405C,10,,,
8/19/2020,4/5/2021,,,,c,1,30,ex,1,NH4_20210405C,NO3_20210405C,11,,,
8/19/2020,4/5/2021,,,,c,1,30,ex,2,NH4_20210405C,NO3_20210405C,12,,,
8/19/2020,4/5/2021,,,,c,1,30,ex,3,NH4_20210405C,NO3_20210405C,13,,,
8/19/2020,4/5/2021,,,,c,1,40,ex,1,NH4_20210405C,NO3_20210405C,14,,,
8/19/2020,4/5/2021,,,,c,1,50,ex,1,NH4_20210405C,NO3_20210405C,15,,,
8/19/2020,4/5/2021,,,,c,2,10,ex,1,NH4_20210405C,NO3_20210405C,16,,,
8/19/2020,4/5/2021,,,,c,2,20,ex,1,NH4_20210405C,NO3_20210405C,17,,,
8/19/2020,4/5/2021,,,,c,2,30,ex,1,NH4_20210405C,NO3_20210405C,18,,,
8/19/2020,4/5/2021,,,,c,2,40,ex,1,NH4_20210405C,NO3_20210405C,19,,,
8/19/2020,4/5/2021,,,,c,2,50,ex,1,NH4_20210405C,NO3_20210405C,20,,,
8/19/2020,4/5/2021,,,,c,3,10,ex,1,NH4_20210405C,NO3_20210405C,21,,,
8/19/2020,4/5/2021,,,,c,3,20,ex,1,NH4_20210405C,NO3_20210405C,22,,,
8/19/2020,4/5/2021,,,,c,3,30,ex,1,NH4_20210405C,NO3_20210405C,23,,,
8/19/2020,4/5/2021,,,,c,3,40,ex,1,NH4_20210405C,NO3_20210405C,24,,,
8/19/2020,4/5/2021,,,,c,3,50,ex,1,NH4_20210405C,NO3_20210405C,25,,,
8/19/2020,4/5/2021,,,,c,4,10,ex,1,NH4_20210405C,NO3_20210405C,26,,,
8/19/2020,4/5/2021,,,,c,4,20,ex,1,NH4_20210405C,NO3_20210405C,27,,,
8/19/2020,4/5/2021,,,,c,4,30,ex,1,NH4_20210405C,NO3_20210405C,28,,,
8/19/2020,4/5/2021,,,,c,4,40,ex,1,NH4_20210405C,NO3_20210405C,29,,,
8/19/2020,4/5/2021,,,,c,4,40,ex,2,NH4_20210405C,NO3_20210405C,30,,,
8/19/2020,4/5/2021,,,,c,4,40,ex,3,NH4_20210405C,NO3_20210405C,31,,,
8/19/2020,4/5/2021,,,,c,4,50,ex,1,NH4_20210405C,NO3_20210405C,32,,,
8/19/2020,4/5/2021,,,,c,5,10,ex,1,NH4_20210405C,NO3_20210405C,33,,,
8/19/2020,4/5/2021,,,,c,5,20,ex,1,NH4_20210405C,NO3_20210405C,34,,,
8/19/2020,4/5/2021,,,,c,5,30,ex,1,NH4_20210405C,NO3_20210405C,35,,,
8/19/2020,4/5/2021,,,,c,5,40,ex,1,NH4_20210405C,NO3_20210405C,36,,,
8/19/2020,4/5/2021,,,,c,5,50,ex,1,NH4_20210405C,NO3_20210405C,37,,,
8/19/2020,4/5/2021,,,,c,6,10,ex,1,NH4_20210405C,NO3_20210405C,38,,,
8/19/2020,4/5/2021,,,,c,6,20,ex,1,NH4_20210405C,NO3_20210405C,39,,,
8/19/2020,4/5/2021,,,,c,6,30,ex,1,NH4_20210405C,NO3_20210405C,40,,,
8/19/2020,4/5/2021,,,,c,6,40,ex,1,NH4_20210405C,NO3_20210405C,41,,,
8/19/2020,4/5/2021,,,,c,6,50,ex,1,NH4_20210405C,NO3_20210405C,42,,,
8/19/2020,4/5/2021,,,,c,7,10,ex,1,NH4_20210405C,NO3_20210405C,43,,,
8/19/2020,4/5/2021,,,,c,7,20,ex,1,NH4_20210405C,NO3_20210405C,44,,,
8/19/2020,4/5/2021,,,,c,7,30,ex,1,NH4_20210405C,NO3_20210405C,45,,,
8/19/2020,4/5/2021,,,,c,7,40,ex,1,NH4_20210405C,NO3_20210405C,46,,,
8/19/2020,4/5/2021,,,,c,7,50,ex,1,NH4_20210405C,NO3_20210405C,47,,,
8/19/2020,4/5/2021,,,,c,8,10,ex,1,NH4_20210405C,NO3_20210405C,48,,,
8/19/2020,4/5/2021,,,,c,8,20,ex,1,NH4_20210405C,NO3_20210405C,49,,,
8/19/2020,4/5/2021,,,,c,8,20,ex,2,NH4_20210405C,NO3_20210405C,50,,,
8/19/2020,4/5/2021,,,,c,8,20,ex,3,NH4_20210405C,NO3_20210405C,51,,,
8/19/2020,4/5/2021,,,,c,8,30,ex,1,NH4_20210405C,NO3_20210405C,52,,,
8/19/2020,4/5/2021,,,,c,8,40,ex,1,NH4_20210405C,NO3_20210405C,53,,,
8/19/2020,4/5/2021,,,,c,8,50,ex,1,NH4_20210405C,NO3_20210405C,54,,,
8/19/2020,4/5/2021,,,,,,,BLANK K2SO4,1,NH4_20210405C,NO3_20210405C,55,,,
8/19/2020,4/5/2021,,,,,,,BLANK K2SO4,2,NH4_20210405C,NO3_20210405C,56,,,
8/19/2020,4/5/2021,,,,,,,BLANK K2SO4,3,NH4_20210405C,NO3_20210405C,57,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,65,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,66,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,67,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,68,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,69,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,70,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,71,,,
,4/5/2021,1,0,0,,,,reagent_blank,,NH4_20210405C,NO3_20210405C,72,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
